county,city,zip,street,price,br,lsqft,bsqft,year,date
Santa Clara County,West San Jose,95126,809 Auzerais Avenue \#434,410000,2,620,1118,2008,2008-11-09
Santa Clara County,West San Jose,95126,809 Auzerais Avenue \#440,487000,2,620,1274,2008,2008-11-16
Santa Clara County,West San Jose,95126,810 Georgetown Place,750000,3,871,1859,2002,2005-10-09
Santa Clara County,West San Jose,95126,811 Georgetown Place,589500,3,436,1584,2002,2004-12-05
Santa Clara County,West San Jose,95126,815 Georgetown Place,741500,3,871,1859,2002,2006-12-17
Santa Clara County,West San Jose,95126,822 Georgetown Place,700000,3,814,1584,2002,2006-06-11
Santa Clara County,West San Jose,95126,824 Georgetown Place,575000,3,436,1463,2002,2004-11-28
Santa Clara County,West San Jose,95126,826 Georgetown Place,690000,3,436,1584,2002,2007-10-21
Santa Clara County,West San Jose,95126,843 Georgetown Place,601000,3,436,1584,2002,2005-01-02
Santa Clara County,West San Jose,95126,850 Georgetown Place,753000,3,871,1859,2004,2006-12-24
Santa Clara County,West San Jose,95126,851 Georgetown Place,575000,3,436,1463,2002,2004-11-14
Santa Clara County,West San Jose,95126,854 Georgetown Place,685000,3,436,1463,2004,2007-11-04
Santa Clara County,West San Jose,95126,861 Georgetown Place,665000,3,735,1463,2002,2006-03-05
Santa Clara County,West San Jose,95126,865 Georgetown Place,679000,3,436,1463,2002,2008-03-30
Santa Clara County,West San Jose,95126,866 Georgetown Place,750000,3,871,1859,2004,2006-04-16
Santa Clara County,West San Jose,95126,875 Georgetown Place,665000,3,735,1463,2002,2005-07-17
Santa Clara County,West San Jose,95126,880 Georgetown Place,744000,3,871,1859,2004,2006-05-28
Santa Clara County,West San Jose,95126,881 Georgetown Place,685000,3,735,1463,2002,2006-08-06
Santa Clara County,West San Jose,95126,881 Georgetown Place,847500,3,436,1463,2002,2004-07-18
Santa Clara County,West San Jose,95126,899 Georgetown Place,762500,3,871,1859,2004,2006-10-08
Santa Clara County,West San Jose,95126,925 the Alameda \#106,500000,1,871,1088,2006,2008-05-11
Santa Clara County,West San Jose,95126,925 the Alameda \#113,500000,1,871,1068,2006,2007-10-21
Santa Clara County,West San Jose,95126,925 the Alameda \#114,470000,1,871,1008,2006,2008-02-17
Santa Clara County,West San Jose,95126,925 the Alameda \#115,519500,1,871,1068,2006,2007-09-23
Santa Clara County,West San Jose,95126,925 the Alameda \#305,490500,1,871,1088,2006,2007-12-16
Santa Clara County,West San Jose,95126,925 the Alameda \#309,504000,1,871,1000,2006,2007-09-23
Santa Clara County,West San Jose,95126,925 the Alameda \#315,457500,1,871,992,2006,2007-11-11
Santa Clara County,West San Jose,95126,965 Katherine Court,860000,3,7841,2048,2001,2005-04-03
Santa Clara County,West San Jose,95126,971 Pershing Avenue,475000,NA,5227,1020,2002,2005-01-09
Santa Clara County,West San Jose,95126,983 Alta Mar Terrace,621500,3,1112,1644,2006,2008-09-07
Santa Clara County,West San Jose,95126,983 Alta Mar Terrace,621500,3,1112,1644,2006,2008-09-14
Santa Clara County,West San Jose,95128,1401 Allegado Alley,500000,3,1307,1811,2003,2004-10-03
Santa Clara County,West San Jose,95128,1401 Allegado Aly,665000,3,1307,1811,2003,2007-06-03
Santa Clara County,West San Jose,95128,1402 Allegado,500000,3,1307,1811,2003,2004-05-16
Santa Clara County,West San Jose,95128,1403 Alegria Loop,490000,3,1307,1811,2003,2008-03-23
Santa Clara County,West San Jose,95128,1403 Alegria Loop,491000,3,1307,1811,2003,2004-04-04
Santa Clara County,West San Jose,95128,1404 Alegria Loop,585000,3,1307,1393,2002,2007-07-29
Santa Clara County,West San Jose,95128,1405 Allegado Alley,454500,3,1307,1393,2003,2004-10-03
Santa Clara County,West San Jose,95128,1406 Allegado,450000,3,1307,1393,2003,2004-05-16
Santa Clara County,West San Jose,95128,1406 Allegado Alley,460000,3,1600,1393,2003,2008-09-21
Santa Clara County,West San Jose,95128,1407 Alegria Loop,572000,3,1307,1393,2003,2005-12-04
Santa Clara County,West San Jose,95128,1408 Alegria Loop,564000,2,1307,1860,2002,2005-08-07
Santa Clara County,West San Jose,95128,1409 Allegado,452500,2,1307,1860,2003,2004-10-10
Santa Clara County,West San Jose,95128,1410 Allegado Alley,431000,2,1307,1860,2003,2004-05-23
Santa Clara County,West San Jose,95128,1413 Allegado,451000,2,1307,1860,2003,2004-10-10
Santa Clara County,West San Jose,95128,1413 Allegado Alley,575000,2,1307,1860,2003,2005-09-25
Santa Clara County,West San Jose,95128,1414 Allegado Alley,434000,2,1307,1860,2003,2004-05-30
Santa Clara County,West San Jose,95128,1415 Alegria Loop,430500,2,1307,1860,2003,2004-04-04
Santa Clara County,West San Jose,95128,1417 Allegado,453500,3,1307,1393,2003,2004-10-10
Santa Clara County,West San Jose,95128,1418 Allegado Alley,450500,3,1307,1393,2003,2004-05-23
Santa Clara County,West San Jose,95128,1419 Alegria Loop,458000,3,1307,1393,2003,2004-04-04
Santa Clara County,West San Jose,95128,1419 Alegria Loop,585000,3,1307,1393,2003,2007-03-18
Santa Clara County,West San Jose,95128,1421 Allegado,502500,3,1307,1811,2003,2004-10-10
Santa Clara County,West San Jose,95128,1422 Allegado Alley,500000,3,1307,1811,2003,2004-05-30
Santa Clara County,West San Jose,95128,1423 Alegria Loop,490000,3,1307,1811,2003,2004-04-04
Santa Clara County,West San Jose,95128,1425 Allegado,502000,3,1307,1811,2003,2004-10-10
Santa Clara County,West San Jose,95128,1425 Allegado Alley,625000,3,1307,1811,2003,2005-05-22
Santa Clara County,West San Jose,95128,1426 Allegado Alley,502500,3,1307,1811,2003,2004-05-30
Santa Clara County,West San Jose,95128,1427 Alegria Loop,494000,3,1307,1811,2003,2004-04-04
Santa Clara County,West San Jose,95128,1427 Alegria Loop,638000,3,1307,1811,2003,2006-12-31
Santa Clara County,West San Jose,95128,1428 Alegria Loop,580000,3,1307,1393,2002,2006-07-16
Santa Clara County,West San Jose,95128,1429 Allegado,453000,3,1307,1393,2003,2004-10-10
Santa Clara County,West San Jose,95128,1430 Allegado Alley,449500,3,1307,1393,2003,2004-05-23
Santa Clara County,West San Jose,95128,1431 Alegria Loop,450000,3,1307,1393,2003,2004-04-11
Santa Clara County,West San Jose,95128,1433 Allegado Alley,462500,2,1307,1860,2003,2004-10-03
Santa Clara County,West San Jose,95128,1433 Allegado Alley,529000,2,1307,1860,2003,2005-01-30
Santa Clara County,West San Jose,95128,1434 Allegado,437500,2,1307,1860,2003,2004-05-16
Santa Clara County,West San Jose,95128,1435 Alegria Loop,432500,2,1307,1860,2003,2004-04-04
Santa Clara County,West San Jose,95128,1456 Alegria Loop,571000,3,1307,1393,2002,2005-08-21
Santa Clara County,West San Jose,95128,1457 Alegria Loop,549000,2,1307,1860,2002,2005-11-20
Santa Clara County,West San Jose,95128,1464 Alegria Loop,580000,3,1307,1811,2002,2005-01-09
Santa Clara County,West San Jose,95128,1469 Alegria Loop,450000,3,1307,1393,2002,2004-09-26
Santa Clara County,West San Jose,95128,1477 Alegria Loop,449000,2,1307,1860,2002,2004-08-08
Santa Clara County,West San Jose,95128,1477 Alegria Loop,531000,2,1307,1860,2002,2006-10-08
Santa Clara County,West San Jose,95128,1477 Alegria Loop,565000,2,1307,1860,2002,2007-05-06
Santa Clara County,West San Jose,95128,1481 Alegria Loop,555000,3,1307,1393,2002,2006-09-03
Santa Clara County,West San Jose,95128,1484 Alegria Loop,640000,3,1307,1811,2002,2006-10-29
Santa Clara County,West San Jose,95128,2001 Sonador Commons,512500,3,1307,1811,2003,2004-05-16
Santa Clara County,West San Jose,95128,2007 Sonador Commons,474000,3,1307,1393,2003,2004-05-30
Santa Clara County,West San Jose,95128,2013 Sonador Commons,453500,2,1307,1860,2003,2004-05-02
Santa Clara County,West San Jose,95128,2018 Sonador Commons,560000,3,1307,1393,2002,2006-10-29
Santa Clara County,West San Jose,95128,2019 Sonador Commons,506000,2,1307,1860,2003,2004-10-03
Santa Clara County,West San Jose,95128,2024 Sonador Commons,560000,2,1307,1860,2002,2005-10-09
Santa Clara County,West San Jose,95128,2025 Sonador Commons,516000,3,1307,1393,2003,2004-10-10
Santa Clara County,West San Jose,95128,2031 Sonador Commons,576000,3,1307,1811,2003,2004-10-10
Santa Clara County,West San Jose,95128,2049 Sonador Commons,578000,3,1307,1393,2003,2007-04-22
Santa Clara County,West San Jose,95128,2067 Sonador Commons,568500,3,1307,1393,2003,2007-07-08
Santa Clara County,West San Jose,95128,2107 Sonador Cmns,592500,3,1307,1393,2002,2006-04-16
Santa Clara County,West San Jose,95128,2113 Sonador Commons,555000,2,1307,1860,2002,2005-07-17
Santa Clara County,West San Jose,95128,2119 Sonador Commons,570000,2,1307,1860,2002,2005-10-16
Santa Clara County,West San Jose,95128,2131 Sonador Cmns,650000,3,1307,1811,2002,2006-07-09
Santa Clara County,West San Jose,95128,2153 Sonador Commons,476000,3,1307,1393,2002,2004-07-11
Santa Clara County,West San Jose,95128,2153 Sonador Commons,515000,3,1307,1393,2002,2004-11-14
Santa Clara County,West San Jose,95128,2177 Sonador Cmns,565000,2,1307,1860,2002,2005-09-04
Santa Clara County,West San Jose,95128,2177 Sonador Cmns,565000,2,1307,1860,2002,2005-09-11
Santa Clara County,West San Jose,95128,2183 Sonador Commons,426000,2,1307,1860,2002,2008-08-03
Santa Clara County,West San Jose,95128,2183 Sonador Commons,525000,2,1307,1860,2002,2006-09-03
Santa Clara County,West San Jose,95128,2189 Sonador Commons,431000,3,1307,1393,2002,2003-11-16
Santa Clara County,West San Jose,95128,2195 Sonador Cmommons,605000,3,1307,1811,2002,2005-02-06
Santa Clara County,West San Jose,95128,2195 Sonador Commons,525000,3,1307,1811,2002,2004-05-16
Santa Clara County,West San Jose,95128,333 Santana Row \#205,705000,1,436,1250,2002,2007-11-18
Santa Clara County,West San Jose,95128,333 Santana Row \#212,475000,1,436,1250,2002,2008-10-26
Santa Clara County,West San Jose,95128,333 Santana Row \#218,660000,1,436,1250,2002,2007-12-02
Santa Clara County,West San Jose,95128,333 Santana Row \#220,735500,1,436,1250,2002,2007-03-25
Santa Clara County,West San Jose,95128,333 Santana Row \#226,1100000,2,436,1708,2002,2007-07-01
Santa Clara County,West San Jose,95128,333 Santana Row \#228,760000,1,436,1250,2002,2007-04-01
Santa Clara County,West San Jose,95128,333 Santana Row \#229,835000,1,436,1250,2002,2008-02-24
Santa Clara County,West San Jose,95128,333 Santana Row \#234,629000,1,436,1250,2002,2008-08-10
Santa Clara County,West San Jose,95128,333 Santana Row \#245,682000,1,436,1250,2002,2007-11-04
Santa Clara County,West San Jose,95128,333 Santana Row \#251,1443000,3,436,2159,2002,2007-08-19
Santa Clara County,West San Jose,95128,333 Santana Row \#300,1050000,3,436,1878,2002,2007-09-30
Santa Clara County,West San Jose,95128,333 Santana Row \#316,500000,1,436,1099,2002,2008-06-22
Santa Clara County,West San Jose,95128,333 Santana Row \#316,685000,1,436,1099,2002,2006-12-17
Santa Clara County,West San Jose,95128,333 Santana Row \#325,525000,1,436,1099,2002,2008-09-21
Santa Clara County,West San Jose,95128,333 Santana Row \#326,1000000,2,436,1513,2002,2007-07-01
Santa Clara County,West San Jose,95128,333 Santana Row \#327,610000,1,436,1099,2002,2008-04-27
Santa Clara County,West San Jose,95128,333 Santana Row \#329,729000,1,436,1099,2002,2007-08-05
Santa Clara County,West San Jose,95128,333 Santana Row \#331,770000,1,436,1099,2002,2007-07-29
Santa Clara County,West San Jose,95128,333 Santana Row \#334,525000,1,436,1099,2002,2008-02-24
Santa Clara County,West San Jose,95128,333 Santana Row \#334,685000,1,436,1099,2002,2006-12-24
Santa Clara County,West San Jose,95128,333 Santana Row \#340,688000,1,436,1099,2002,2007-06-17
Santa Clara County,West San Jose,95128,333 Santana Row \#341,614000,1,436,1151,2002,2008-05-11
Santa Clara County,West San Jose,95128,333 Santana Row \#347,640000,1,436,1099,2002,2007-11-18
Santa Clara County,West San Jose,95128,334 Santana Row \#207,552500,1,436,736,2002,2007-04-08
Santa Clara County,West San Jose,95128,334 Santana Row \#213,559000,1,436,736,2002,2007-09-02
Santa Clara County,West San Jose,95128,334 Santana Row \#219,530000,1,436,736,2002,2007-05-27
Santa Clara County,West San Jose,95128,334 Santana Row \#223,530000,1,436,736,2002,2007-02-18
Santa Clara County,West San Jose,95128,334 Santana Row \#223,530000,1,436,736,2002,2007-02-25
Santa Clara County,West San Jose,95128,334 Santana Row \#231,585000,1,436,736,2002,2006-10-29
Santa Clara County,West San Jose,95128,334 Santana Row \#301,1298000,3,436,2159,2002,2007-04-01
Santa Clara County,West San Jose,95128,334 Santana Row \#307,705000,1,436,1151,2002,2007-08-12
Santa Clara County,West San Jose,95128,334 Santana Row \#313,662500,1,436,1099,2002,2006-12-10
Santa Clara County,West San Jose,95128,334 Santana Row \#314,500000,1,436,1151,2002,2008-02-24
Santa Clara County,West San Jose,95128,334 Santana Row \#318,600000,1,436,1099,2002,2007-08-05
Santa Clara County,West San Jose,95128,334 Santana Row \#325,616000,1,436,1099,2002,2008-03-23
Santa Clara County,West San Jose,95128,334 Santana Row \#328,1000000,2,436,1513,2002,2007-09-23
Santa Clara County,West San Jose,95128,334 Santana Row \#333,684000,1,436,1099,2002,2007-02-18
Santa Clara County,West San Jose,95128,334 Santana Row \#333,684000,1,436,1099,2002,2007-02-25
Santa Clara County,West San Jose,95128,334 Santana Row \#342,569000,1,436,1099,2002,2008-01-13
Santa Clara County,West San Jose,95128,334 Santana Row \#345,565000,1,436,1151,2002,2008-08-31
Santa Clara County,West San Jose,95128,334 Santana Row \#345,675000,1,436,1151,2002,2006-12-24
Santa Clara County,West San Jose,95128,356 Santana Row \#305,1360000,3,436,2161,2002,2006-11-12
Santa Clara County,West San Jose,95128,356 Santana Row \#307,1625000,3,436,2288,2002,2007-05-06
Santa Clara County,West San Jose,95128,356 Santana Row \#310,1625000,3,436,2288,2002,2006-11-12
Santa Clara County,West San Jose,95128,356 Santana Row \#315,1500000,3,436,2161,2002,2008-06-29
Santa Clara County,West San Jose,95128,356 Santana Row \#315,1500000,3,436,2161,2002,2008-07-13
Santa Clara County,West San Jose,95128,356 Santana Row \#318,1538000,3,436,2368,2002,2006-12-31
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1118,397500,1,871,692,2005,2007-03-11
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1202,390000,2,892,986,2005,2008-10-19
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1209,350000,1,892,692,2005,2008-09-21
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1216,500000,2,871,986,2005,2006-12-31
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1300,405500,1,871,692,2005,2007-09-30
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1306,495000,2,871,986,2005,2007-04-01
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1308,423000,2,892,986,2005,2008-11-09
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1310,455000,2,871,986,2005,2008-07-13
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#1312,388000,2,871,986,2005,2008-06-15
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#2300,420000,1,871,692,2005,2007-04-15
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#3105,385000,1,871,692,2005,2007-09-02
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#3203,455000,2,871,986,2005,2008-06-22
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#3302,445000,2,871,986,2005,2008-05-18
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#3302,445000,2,871,986,2005,2008-05-25
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#3306,415000,1,871,692,2005,2007-03-04
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#4112,515000,2,871,986,2005,2007-06-17
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#4209,415000,1,871,692,2005,2007-07-22
Santa Clara County,West San Jose,95128,801 South Winchester Boulevard \#6205,411000,1,871,692,2005,2007-06-03
Santa Clara County,West San Jose,95129,1047 Avondale Street,1302000,5,7841,3622,2001,2004-08-22
Santa Clara County,West San Jose,95129,1056 Corvette Drive,1731000,4,6534,3014,2002,2007-05-06
Santa Clara County,West San Jose,95129,5080 Ruffino Terrace,760000,3,871,1604,2006,2007-12-16
Santa Clara County,West San Jose,95129,5109 Le Miccine Terrace,720500,3,1000,1409,2006,2008-11-09
Santa Clara County,West San Jose,95129,5122 Ruffino Terrace,875000,4,871,1900,2005,2008-06-22
Santa Clara County,West San Jose,95129,6310 Janary Way,1125000,4,6534,2832,2001,2004-08-22
Santa Clara County,West San Jose,95130,2013 Heather Glen Drive,1090000,4,3049,2406,2005,2007-09-23
Santa Clara County,West San Jose,95130,2071 Heather Glen Drive,1026500,4,3049,2380,2005,2007-02-11
Santa Clara County,West San Jose,95130,2088 Heather Glen Drive,1100000,5,3485,2683,2005,2007-05-13
Santa Clara County,West San Jose,95130,4732 Campbell Avenue,862000,4,2178,2051,2006,2007-10-21
Santa Clara County,West San Jose,95130,4732 Campbell Avenue,862000,4,2178,2051,2006,2007-12-09
Santa Clara County,Willow Glen,95125,1003 Curtner Avenue,910000,4,4792,2395,2002,2005-03-06
Santa Clara County,Willow Glen,95125,1007 Curtner Avenue,1065000,5,4356,2930,2002,2005-06-05
Santa Clara County,Willow Glen,95125,1017 Hazelwood Avenue,1100000,3,5663,1896,2001,2005-01-09
Santa Clara County,Willow Glen,95125,1030 Laurie Avenue,1237500,4,5663,3046,2000,2007-08-26
Santa Clara County,Willow Glen,95125,1045 Laurie Avenue,1575000,4,6098,2879,2000,2007-08-05
Santa Clara County,Willow Glen,95125,1081 Spencer Avenue,665000,3,5480,1730,2000,2008-10-05
Santa Clara County,Willow Glen,95125,1085 Michigan Avenue,1425000,4,9148,3842,2003,2004-06-06
Santa Clara County,Willow Glen,95125,1100 Wabesco Place,638000,2,1307,1529,2003,2005-03-27
Santa Clara County,Willow Glen,95125,1108 Delmas Avenue,485000,2,1307,1529,2003,2003-12-14
Santa Clara County,Willow Glen,95125,1108 Nevada Avenue,1725000,4,11300,3111,2001,2003-10-05
Santa Clara County,Willow Glen,95125,1113 Lincoln Court,1140000,4,5227,2578,2006,2007-12-30
Santa Clara County,Willow Glen,95125,1117 Lincoln Court,1135000,4,6534,2443,2006,2007-10-21
Santa Clara County,Willow Glen,95125,1120 Delmas Avenue,655000,2,1307,1529,2003,2006-06-18
Santa Clara County,Willow Glen,95125,1124 Delmas Avenue,508000,2,1307,1529,2003,2003-12-28
Santa Clara County,Willow Glen,95125,1124 Delmas Avenue,642500,2,1307,1529,2003,2007-07-15
Santa Clara County,Willow Glen,95125,1124 Wabesco Place,605000,2,1742,1376,2003,2005-01-30
Santa Clara County,Willow Glen,95125,1126 Delmas Avenue,630000,2,1307,1376,2003,2007-09-23
Santa Clara County,Willow Glen,95125,1130 Wabesco Place,640000,2,1742,1376,2003,2005-07-10
Santa Clara County,Willow Glen,95125,1134 Wabesco Place,650000,2,1742,1376,2003,2007-06-10
Santa Clara County,Willow Glen,95125,1138 Wabesco Place,576000,2,2178,1376,2003,2004-12-19
Santa Clara County,Willow Glen,95125,1163 Norval Way,1525000,4,6098,3514,2002,2008-04-20
Santa Clara County,Willow Glen,95125,1209 Kotenberg Avenue,1715000,3,5663,2560,2002,2008-07-20
Santa Clara County,Willow Glen,95125,1291 Glenwood Avenue,1200000,4,6534,2168,2001,2005-08-21
Santa Clara County,Willow Glen,95125,1292 Curtiss Avenue,1275000,4,8276,3112,2001,2006-12-03
Santa Clara County,Willow Glen,95125,1365 Cristina Avenue,1175000,3,4792,2004,2001,2006-04-23
Santa Clara County,Willow Glen,95125,1366 Prevost Street,648500,3,6136,1530,2002,2003-08-17
Santa Clara County,Willow Glen,95125,1366 Prevost Street,846500,3,6098,1538,2002,2007-02-04
Santa Clara County,Willow Glen,95125,1382 Fulai Court,1560000,5,7405,4193,2005,2007-09-16
Santa Clara County,Willow Glen,95125,1408 Richards Avenue,920000,3,4356,2152,2003,2005-02-20
Santa Clara County,Willow Glen,95125,1429 Callecita Street,1500000,4,9052,4124,2001,2003-09-21
Santa Clara County,Willow Glen,95125,1451 Glenwood Avenue,1829000,5,11100,4028,2001,2003-10-19
Santa Clara County,Willow Glen,95125,1456 Grace Avenue,1110000,5,7500,3595,2001,2003-09-07
Santa Clara County,Willow Glen,95125,1457 Richards Avenue,2051000,4,16553,3438,2000,2006-10-22
Santa Clara County,Willow Glen,95125,1470 Settle Avenue,1575000,4,6534,3170,2000,2006-08-13
Santa Clara County,Willow Glen,95125,1499 Artisan Way,909000,4,3920,2104,2005,2007-07-01
Santa Clara County,Willow Glen,95125,1509 Impression Way,775000,4,3920,2104,2005,2007-07-15
Santa Clara County,Willow Glen,95125,1523 Artisan Way,700000,4,3920,2104,2005,2008-08-31
Santa Clara County,Willow Glen,95125,1581 Carmel Drive,1055000,4,5227,2386,2005,2006-12-10
Santa Clara County,Willow Glen,95125,1642 Lenn Drive,1200000,6,4356,3189,2001,2007-06-24
Santa Clara County,Willow Glen,95125,1642 Lenn Drive,920500,6,4356,3189,2001,2003-11-02
Santa Clara County,Willow Glen,95125,1642 Lenn Drive,920500,6,4356,3189,2001,2003-11-23
Santa Clara County,Willow Glen,95125,1701 Whispering Willow Place,1340000,6,4792,3189,2001,2006-09-24
Santa Clara County,Willow Glen,95125,1713 Whispering Willow Place,1150000,5,3920,3132,2001,2005-05-15
Santa Clara County,Willow Glen,95125,1729 Whispering Willow Place,1310000,6,6534,3189,2001,2007-06-17
Santa Clara County,Willow Glen,95125,1738 Dry Creek Road,1640000,5,7405,3099,2001,2008-03-16
Santa Clara County,Willow Glen,95125,1738 Dry Creek Road,1640000,5,7405,3099,2001,2008-04-06
Santa Clara County,Willow Glen,95125,1739 Whispering Willow Place,1195000,4,5227,2949,2001,2007-08-26
Santa Clara County,Willow Glen,95125,1753 Whispering Willow Place,1375000,6,8276,3189,2001,2007-07-15
Santa Clara County,Willow Glen,95125,1762 Whispering Willow Place,1250000,5,4792,3132,2001,2007-11-11
Santa Clara County,Willow Glen,95125,1765 Whispering Willow Place,1197500,5,4792,3132,2001,2006-10-08
Santa Clara County,Willow Glen,95125,1781 Whispering Willow Place,965000,6,5663,3189,2001,2004-07-04
Santa Clara County,Willow Glen,95125,1795 Cottle Avenue,1550000,5,7405,2869,2004,2007-06-17
Santa Clara County,Willow Glen,95125,1797 Coastland Avenue,860000,3,5227,1833,2002,2005-02-13
Santa Clara County,Willow Glen,95125,1926 McBain Avenue,1800000,5,8712,3523,2003,2005-07-31
Santa Clara County,Willow Glen,95125,1931 Cherry Avenue,1270000,5,10019,3047,2001,2003-10-26
Santa Clara County,Willow Glen,95125,2041 Glen Una Avenue,1205000,3,5227,2366,2000,2007-05-20
Santa Clara County,San Jose,95125,205 Meadow Pine Place,769000,3,2178,1937,2004,2006-06-18
Santa Clara County,Willow Glen,95125,2105 Lindsey Court,567500,2,1307,1144,2005,2007-04-08
Santa Clara County,Willow Glen,95125,2111 Lindsey Court,617000,2,1307,1340,2005,2007-01-14
Santa Clara County,Willow Glen,95125,2117 Lindsey Court,546500,2,1307,1144,2005,2007-04-01
Santa Clara County,Willow Glen,95125,2121 Sunstruck Court,642000,3,1307,1731,2005,2007-03-11
Santa Clara County,Willow Glen,95125,2123 Lindsey Court,619000,2,1307,1144,2005,2007-01-21
Santa Clara County,Willow Glen,95125,2129 Pomme Court,538000,2,1307,1144,2005,2006-10-22
Santa Clara County,Willow Glen,95125,2130 Lindsey Court,558000,2,1307,1144,2005,2007-06-24
Santa Clara County,Willow Glen,95125,2135 Pomme Court,584500,2,1307,1340,2005,2006-10-22
Santa Clara County,Willow Glen,95125,2139 Sunstruck Court,537500,2,1307,1340,2005,2007-09-23
Santa Clara County,Willow Glen,95125,2141 Pomme Court,649500,3,871,1731,2005,2006-10-22
Santa Clara County,Willow Glen,95125,2144 Sunstruck Court,558000,2,1307,1144,2005,2006-12-03
Santa Clara County,Willow Glen,95125,2145 Sunstruck Court,539000,2,1307,1144,2005,2007-02-18
Santa Clara County,Willow Glen,95125,2145 Sunstruck Court,539000,2,1307,1144,2005,2007-02-25
Santa Clara County,Willow Glen,95125,2147 Pomme Court,648500,3,871,1731,2005,2006-10-29
Santa Clara County,Willow Glen,95125,2150 Sunstruck Court,600500,2,1307,1340,2005,2006-12-03
Santa Clara County,Willow Glen,95125,2151 Sunstruck Court,623000,2,1307,1340,2005,2006-12-31
Santa Clara County,Willow Glen,95125,2153 Pomme Court,526000,2,1307,1144,2005,2006-11-19
Santa Clara County,Willow Glen,95125,2156 Sunstruck Court,635000,3,871,1480,2005,2007-05-20
Santa Clara County,Willow Glen,95125,2159 Pomme Court,569000,2,1307,1340,2005,2006-10-29
Santa Clara County,Willow Glen,95125,2162 Sunstruck Court,636500,2,436,1368,2005,2006-12-03
Santa Clara County,Willow Glen,95125,2163 Sunstruck Court,613000,2,1307,1340,2005,2007-01-07
Santa Clara County,Willow Glen,95125,2165 Pomme Court,514500,2,1307,1144,2005,2007-01-07
Santa Clara County,Willow Glen,95125,2168 Coastland Avenue,1250000,4,5663,2324,2003,2007-04-22
Santa Clara County,Willow Glen,95125,2168 Sunstruck Court,645500,3,871,1480,2005,2007-02-18
Santa Clara County,Willow Glen,95125,2168 Sunstruck Court,645500,3,871,1480,2005,2007-02-25
Santa Clara County,Willow Glen,95125,2171 Pomme Court,559500,2,1307,1340,2005,2006-12-17
Santa Clara County,Willow Glen,95125,2174 Sunstruck Court,546000,2,1307,1144,2005,2006-12-10
Santa Clara County,Willow Glen,95125,2177 Pomme Court,673000,3,871,1731,2005,2006-12-03
Santa Clara County,Willow Glen,95125,2180 Sunstruck Court,611500,2,1307,1340,2005,2006-12-10
Santa Clara County,Willow Glen,95125,2193 Pomme Court,529500,2,1307,1144,2005,2007-04-01
Santa Clara County,Willow Glen,95125,2197 Pomme Court,570000,2,1307,1340,2005,2006-12-03
Santa Clara County,Willow Glen,95125,225 Azevedo Circle,580000,4,2178,2184,2005,2008-11-02
Santa Clara County,Willow Glen,95125,225 Azevedo Circle,760000,4,2178,2184,2005,2007-07-22
Santa Clara County,Willow Glen,95125,2264 Winepol Loop,529000,2,1307,1340,2005,2008-03-23
Santa Clara County,Willow Glen,95125,2270 Winepol Loop,510000,2,1307,1144,2005,2006-12-10
Santa Clara County,Willow Glen,95125,230 Monte Vista Drive,845000,4,2178,2438,2004,2007-09-09
Santa Clara County,Willow Glen,95125,2311 Winepol Loop,600000,3,871,1731,2005,2007-03-11
Santa Clara County,Willow Glen,95125,2316 Plateau Drive,795000,3,2178,1951,2004,2006-03-19
Santa Clara County,Willow Glen,95125,2320 Azevedo Parkway,850000,3,2614,1937,2004,2006-05-07
Santa Clara County,Willow Glen,95125,2330 Plateau Drive,840000,3,2614,2438,2004,2006-06-18
Santa Clara County,Willow Glen,95125,2338 Plateau Drive,858000,3,2178,2438,2004,2006-01-15
Santa Clara County,Willow Glen,95125,2360 Plateau Drive,740000,4,1742,2513,2004,2007-02-18
Santa Clara County,Willow Glen,95125,2360 Plateau Drive,740000,4,1742,2513,2004,2007-02-25
Santa Clara County,Willow Glen,95125,2361 Plateau Drive,571500,4,1815,1787,2004,2008-09-07
Santa Clara County,Willow Glen,95125,2361 Plateau Drive,571500,4,1815,1787,2004,2008-09-14
Santa Clara County,Willow Glen,95125,2364 Plateau Drive,725000,4,1742,2362,2004,2007-02-18
Santa Clara County,Willow Glen,95125,2364 Plateau Drive,725000,4,1742,2362,2004,2007-02-25
Santa Clara County,Willow Glen,95125,2365 Azevedo Parkway,735000,3,2178,2242,2004,2007-08-26
